nombre,Latitud,Longitud,coordenadas
UMF 14 BACOBAMPO,26.9876,-109.6533,"26.9876,-109.6533"
UMF 16 SAN PEDRO,27.0197,-109.6235,"27.0197,-109.6235"
UMF 50 ESQUEDA,30.7235,-109.5879,"30.7235,-109.5879"
UMF 20 JUPARE,26.8017,-109.7032,"26.8017,-109.7032"
UMF 43 ROSARIO,27.8435,-109.3721,"27.8435,-109.3721"
UMF 44 NACO,31.3242,-109.9475,"31.3242,-109.9475"
UMF 26 YAVAROS,26.7025,-109.5343,"26.7025,-109.5343"
UMF 53 MARTE R. GÓMEZ,27.3684,-109.8846,"27.3684,-109.8846"
UMF 32 EL COYOTE,30.8321,-112.6044,"30.8321,-112.6044"
UMF 27 POTAM,27.6233,-110.4163,"27.6233,-110.4163"
UMFH 10 BENJAMÍN HILL,30.1679,-111.117,"30.1679,-111.117"
UMF 55 CANANEA,30.9901,-110.2815,"30.9901,-110.2815"
UMF 52 SONOITA,31.8634,-112.8543,"31.8634,-112.8543"
UMF 56 E. ORTÍZ,28.2868,-110.7139,"28.2868,-110.7139"
UMF 40 F. SARABIA,26.4954,-109.0879,"26.4954,-109.0879"
UMF 41 P. COLORADO,27.0781,-109.935,"27.0781,-109.935"
UMF 45 BAHÍA LOBOS,27.3513,-110.4541,"27.3513,-110.4541"
UMF 39 ATOTONILCO,27.3711,-110.213,"27.3711,-110.213"
UMF 47 VILLAHERMOSA,17.9892,-92.9281,"17.9892,-92.9281"
UMF 43 VILLAHERMOSA,17.979,-92.9342,"17.979,-92.9342"
UMF 44 VILLAHERMOSA,17.9739,-92.9368,"17.9739,-92.9368"
UMF 38 VILLAHERMOSA,18.0118,-92.9359,"18.0118,-92.9359"
UMF 39 VILLAHERMOSA,17.9928,-92.9277,"17.9928,-92.9277"
UMF 45 CÁRDENAS,17.9913,-93.3802,"17.9913,-93.3802"
UMF 3 TACOTALPA,17.5922,-92.8279,"17.5922,-92.8279"
UMF 5 I. STA.ROSALÍA,18.09,-93.3545,"18.09,-93.3545"
UMF 36 BALANCAN,17.8053,-91.5407,"17.8053,-91.5407"
UMF 9 BENITO JUÁREZ,18.1719,-93.9082,"18.1719,-93.9082"
UMF 7 PLUTARCO ELÍAS,17.977,-93.4008,"17.977,-93.4008"
UMF 8 EMILIANO ZAPATA,18.1128,-93.4989,"18.1128,-93.4989"
UMF 10 VICENTE GUERRERO,18.0467,-93.4445,"18.0467,-93.4445"
UMF 12 PEDRO COLORADO,18.0317,-93.6562,"18.0317,-93.6562"
UMF 13 FRANCISCO VILLA,17.9677,-93.4519,"17.9677,-93.4519"
UMF 14 20 DE NOVIEMBRE,17.9675,-93.565,"17.9675,-93.565"
UMF 15 CD. PEMEX,17.8823,-92.4799,"17.8823,-92.4799"
UMF 18 TEAPA,17.5545,-92.9482,"17.5545,-92.9482"
UMF 23 HUIMANGUILLO,17.8351,-93.39,"17.8351,-93.39"
UMF 21 PARAÍSO,18.3991,-93.2081,"18.3991,-93.2081"
UMF 22 CUNDUACAN,18.0643,-93.1785,"18.0643,-93.1785"
UMF 26 JALPA MÉNDEZ,18.1763,-93.0591,"18.1763,-93.0591"
UMF 11 COMALCALCO,18.2755,-93.22,"18.2755,-93.22"
UMF 20 FRONTERA,18.5357,-92.6431,"18.5357,-92.6431"
UMF 25 SÁNCHEZ MAGALLANES,18.2932,-93.8655,"18.2932,-93.8655"
UMF 32 LA VENTA,18.092,-94.04,"18.092,-94.04"
UMF 30 JONUTA,18.0919,-92.1366,"18.0919,-92.1366"
UMF 33 EMILIANO ZAPATA,17.7385,-91.7828,"17.7385,-91.7828"
UMF 41 BENITO JUÁREZ,18.0679,-93.5617,"18.0679,-93.5617"
UMF 67 CIUDAD VICTORIA C/REHAB,23.7601,-99.1525,"23.7601,-99.1525"
UMF 20 CIUDAD CAMARGO,26.3197,-98.8354,"26.3197,-98.8354"
UMF 19 C. MIGUEL ALEMAN,26.3979,-99.0263,"26.3979,-99.0263"
UMF 33 CIUDAD REYNOSA,26.0839,-98.303,"26.0839,-98.303"
UMF 40 JARACHINA,26.0385,-98.3622,"26.0385,-98.3622"
UMF 17 RÍO BRAVO,25.9796,-98.0909,"25.9796,-98.0909"
UMF 5 XICOTENCATL,22.993,-98.9451,"22.993,-98.9451"
UMF 28 VILLA LLERA,23.3176,-99.0224,"23.3176,-99.0224"
UMF 30 VILLA ALDAMA,22.9216,-98.0734,"22.9216,-98.0734"
UMF 24 MANTE,22.7466,-98.9651,"22.7466,-98.9651"
UMF 16 ALTAMIRA,22.381,-97.9152,"22.381,-97.9152"
UMF 21 NUEVA CD. GUERRERO,26.5643,-99.2258,"26.5643,-99.2258"
UMF 9 EL HÍGO,21.7774,-98.4553,"21.7774,-98.4553"
UMF 20 HUAMANTLA,19.315,-97.9177,"19.315,-97.9177"
UMF 66 JALAPA,19.5256,-96.9337,"19.5256,-96.9337"
UMF 67 JALAPA,19.5569,-96.9109,"19.5569,-96.9109"
UMF 68 VERACRUZ,19.1994,-96.1458,"19.1994,-96.1458"
UMF 40 MANLIO FABIO ALTAMIRANO,19.0994,-96.3318,"19.0994,-96.3318"
UMF 52 NARANJOS,21.3368,-97.6882,"21.3368,-97.6882"
UMF 49 CERRO AZUL,21.1999,-97.7399,"21.1999,-97.7399"
UMF 63 EL FARALLÓN,19.637,-96.4107,"19.637,-96.4107"
UMF 12 LA CONCEPCIÓN,19.6074,-96.9007,"19.6074,-96.9007"
UMF 51 ÁNGEL R. CABADA,18.5967,-95.4511,"18.5967,-95.4511"
UMF 56 ACTOPAN,19.5048,-96.6141,"19.5048,-96.6141"
UMF 23 S. RAFAEL,20.1862,-96.8743,"20.1862,-96.8743"
UMF 20 SALTABARRANCA,18.5943,-95.5322,"18.5943,-95.5322"
UMF 60 PLATÓN SÁNCHEZ,21.2715,-98.3737,"21.2715,-98.3737"
UMF 47 ALAMO,20.9189,-97.6779,"20.9189,-97.6779"
UMF 21 ZEMPOALA,19.4434,-96.402,"19.4434,-96.402"
UMF 22 PALMAS,19.7064,-96.6356,"19.7064,-96.6356"
UMF 34 CATEMACO,18.4235,-95.1163,"18.4235,-95.1163"
UMF 35 SANTIAGO TUXTLA,18.4642,-95.2981,"18.4642,-95.2981"
UMF 74 COATZINTLA,20.4819,-97.4602,"20.4819,-97.4602"
UMF 14 AMATLÁN,18.8508,-96.9144,"18.8508,-96.9144"
UMF 61 CÓRDOBA,18.8896,-96.9256,"18.8896,-96.9256"
UMF 64 CÓRDOBA,18.8943,-96.9496,"18.8943,-96.9496"
UMF 2 RÍO BLANCO,18.8321,-97.1528,"18.8321,-97.1528"
UMF 3 NOGALES,18.8168,-97.1625,"18.8168,-97.1625"
UMF 13 PASO DEL MACHO,18.9721,-96.7193,"18.9721,-96.7193"
UMF 15 CUICHAPA,18.7746,-96.8705,"18.7746,-96.8705"
UMF 9 YANGA,18.8311,-96.7969,"18.8311,-96.7969"
UMF 10 CUITLAHUAC,18.8158,-96.7322,"18.8158,-96.7322"
UMF 11 PARAJE NUEVO,18.8771,-96.8623,"18.8771,-96.8623"
UMF 5 IXTACZOQUITLÁN,18.8566,-97.0638,"18.8566,-97.0638"
UMF 26 I. PROVIDENCIA,18.7552,-96.7697,"18.7552,-96.7697"
UMF 22 CUATLAPAN,18.8733,-97.0216,"18.8733,-97.0216"
UMF 25 S. JOSÉ ABAJO,18.7742,-96.7772,"18.7742,-96.7772"
UMF 20 ACATLÁN,18.5389,-96.6055,"18.5389,-96.6055"
UMF 23 S. JOSÉ TAPIA,18.8475,-96.9507,"18.8475,-96.9507"
UMF 59 CHOAPAS,17.9129,-94.0925,"17.9129,-94.0925"
UMF 24 S. MIGUEL,18.864,-96.918,"18.864,-96.918"
UMF 17 LAGUNA CHICA,18.545,-96.7352,"18.545,-96.7352"
UMF 18 MOTZORONGO,18.65,-96.74,"18.65,-96.74"
UMF 27 ESTACIÓN EL REFUGIO,18.5868,-96.6555,"18.5868,-96.6555"
UMF 21 VICENTE OAX,18.5377,-96.6055,"18.5377,-96.6055"
UMF 65 CONGREGACIÓN,18.1561,-94.3993,"18.1561,-94.3993"
UMF 53 AGUADULCE,18.1362,-94.1489,"18.1362,-94.1489"
UMF 57 LA CEIBA,20.9956,-89.6452,"20.9956,-89.6452"
UMF 25 HUANUSCO,21.7762,-102.9736,"21.7762,-102.9736"
UMF 15 ERMITA IZTAPALAPA,19.3579,-99.1241,"19.3579,-99.1241"
UMF 31 IZTAPALAPA,19.3516,-99.0768,"19.3516,-99.0768"
UMF 43 ROJO GÓMEZ,19.3516,-99.0767,"19.3516,-99.0767"
UMF 12 AGUASCALIENTES,21.9382,-102.2609,"21.9382,-102.2609"
UMF 1 DURANGO,24.0286,-104.6846,"24.0286,-104.6846"
